busID,voltage,phaseAngle,timestamp
B6,1.02,-5.3,1754683556.1698008
B9,1.01,0.5,1754683556.1701274
B10,0.99,0.2,1754683556.170138
B17,0.98,-6.1,1754683556.1701412
B20,0.99,0.2,1754683556.1701443
B21,1.02,-5.3,1754683556.1701462
B22,0.98,-6.1,1754683556.1701488
B6,1.02,-5.3,1754683558.1703267
B9,1.01,0.5,1754683558.1703694
B10,0.99,0.2,1754683558.170374
B17,0.98,-6.1,1754683558.1703773
B20,0.99,0.2,1754683558.17038
B21,1.02,-5.3,1754683558.170382
B22,0.98,-6.1,1754683558.1703844
B6,1.02,-5.3,1754683560.1709063
B9,1.01,0.5,1754683560.170944
B10,0.99,0.2,1754683560.1709483
B17,0.98,-6.1,1754683560.1709514
B20,0.99,0.2,1754683560.170954
B21,1.02,-5.3,1754683560.1709561
B22,0.98,-6.1,1754683560.1709583
B6,1.02,-5.3,1754683562.1712239
B9,1.01,0.5,1754683562.1713028
B10,0.99,0.2,1754683562.1713767
B17,0.98,-6.1,1754683562.1713827
B20,0.99,0.2,1754683562.1713855
B21,1.02,-5.3,1754683562.171388
B22,0.98,-6.1,1754683562.17139
B6,1.02,-5.3,1754683564.171697
B9,1.01,0.5,1754683564.17242
B10,0.99,0.2,1754683564.172435
B17,0.98,-6.1,1754683564.1724389
B20,0.99,0.2,1754683564.172442
B21,1.02,-5.3,1754683564.1724443
B22,0.98,-6.1,1754683564.172447
B6,1.02,-5.3,1754683566.1743352
B9,1.01,0.5,1754683566.174505
B10,0.99,0.2,1754683566.1745121
B17,0.98,-6.1,1754683566.1745157
B20,0.99,0.2,1754683566.1745186
B21,1.02,-5.3,1754683566.174521
B22,0.98,-6.1,1754683566.1745236
B6,1.02,-5.3,1754683568.1747775
B9,1.01,0.5,1754683568.176452
B10,0.99,0.2,1754683568.1764681
B17,0.98,-6.1,1754683568.176472
B20,0.99,0.2,1754683568.1764748
B21,1.02,-5.3,1754683568.1764772
B22,0.98,-6.1,1754683568.1764798
B6,1.02,-5.3,1754683570.1767626
B9,1.01,0.5,1754683570.1776624
B10,0.99,0.2,1754683570.1776783
B17,0.98,-6.1,1754683570.1776817
B20,0.99,0.2,1754683570.1776848
B21,1.02,-5.3,1754683570.1776867
B22,0.98,-6.1,1754683570.177689
B6,1.02,-5.3,1754683572.1780457
B9,1.01,0.5,1754683572.1786199
B10,0.99,0.2,1754683572.1786335
B17,0.98,-6.1,1754683572.178637
B20,0.99,0.2,1754683572.17864
B21,1.02,-5.3,1754683572.178642
B22,0.98,-6.1,1754683572.1786442
B6,1.02,-5.3,1754683574.1796262
B9,1.01,0.5,1754683574.1799862
B10,0.99,0.2,1754683574.1801114
B17,0.98,-6.1,1754683574.1801152
B20,0.99,0.2,1754683574.1801178
B21,1.02,-5.3,1754683574.18012
B22,0.98,-6.1,1754683574.1801224
B6,1.02,-5.3,1754683576.180644
B9,1.01,0.5,1754683576.1808417
B10,0.99,0.2,1754683576.1808486
B17,0.98,-6.1,1754683576.180852
B20,0.99,0.2,1754683576.1808543
B21,1.02,-5.3,1754683576.1808565
B22,0.98,-6.1,1754683576.1808586
B6,1.02,-5.3,1754683578.1811125
B9,1.01,0.5,1754683578.181212
B10,0.99,0.2,1754683578.1812167
B17,0.98,-6.1,1754683578.1812196
B20,0.99,0.2,1754683578.1812222
B21,1.02,-5.3,1754683578.181224
B22,0.98,-6.1,1754683578.1812263
B6,1.02,-5.3,1754683580.1819525
B9,1.01,0.5,1754683580.1819868
B10,0.99,0.2,1754683580.181992
B17,0.98,-6.1,1754683580.1819947
B20,0.99,0.2,1754683580.1819973
B21,1.02,-5.3,1754683580.1819997
B22,0.98,-6.1,1754683580.1820016
B6,1.02,-5.3,1754683582.1824067
B9,1.01,0.5,1754683582.1824439
B10,0.99,0.2,1754683582.1824486
B17,0.98,-6.1,1754683582.1824515
B20,0.99,0.2,1754683582.182454
B21,1.02,-5.3,1754683582.1824563
B22,0.98,-6.1,1754683582.1824584
B6,1.02,-5.3,1754683584.182687
B9,1.01,0.5,1754683584.1827202
B10,0.99,0.2,1754683584.1827252
B17,0.98,-6.1,1754683584.184055
B20,0.99,0.2,1754683584.1841636
B21,1.02,-5.3,1754683584.1841695
B22,0.98,-6.1,1754683584.1841726
B6,1.02,-5.3,1754683586.1844847
B9,1.01,0.5,1754683586.1848776
B10,0.99,0.2,1754683586.1848893
B17,0.98,-6.1,1754683586.1848934
B20,0.99,0.2,1754683586.1848965
B21,1.02,-5.3,1754683586.184899
B22,0.98,-6.1,1754683586.1849017
B6,1.02,-5.3,1754683588.1851804
B9,1.01,0.5,1754683588.1862288
B10,0.99,0.2,1754683588.1862469
B17,0.98,-6.1,1754683588.1862507
B20,0.99,0.2,1754683588.186254
B21,1.02,-5.3,1754683588.1862566
B22,0.98,-6.1,1754683588.1862595
B6,1.02,-5.3,1754683590.1869605
B9,1.01,0.5,1754683590.1870408
B10,0.99,0.2,1754683590.1870487
B17,0.98,-6.1,1754683590.1870522
B20,0.99,0.2,1754683590.187055
B21,1.02,-5.3,1754683590.1870575
B22,0.98,-6.1,1754683590.1870596
B6,1.02,-5.3,1754683592.187574
B9,1.01,0.5,1754683592.1876488
B10,0.99,0.2,1754683592.1876569
B17,0.98,-6.1,1754683592.1876605
B20,0.99,0.2,1754683592.1876636
B21,1.02,-5.3,1754683592.187666
B22,0.98,-6.1,1754683592.1876686
B6,1.02,-5.3,1754683594.1878998
B9,1.01,0.5,1754683594.1879442
B10,0.99,0.2,1754683594.1880114
B17,0.98,-6.1,1754683594.1880167
B20,0.99,0.2,1754683594.18802
B21,1.02,-5.3,1754683594.1880224
B22,0.98,-6.1,1754683594.1880243
B6,1.02,-5.3,1754683596.1881938
B9,1.01,0.5,1754683596.1882403
B10,0.99,0.2,1754683596.1882453
B17,0.98,-6.1,1754683596.1882484
B20,0.99,0.2,1754683596.188251
B21,1.02,-5.3,1754683596.1886892
B22,0.98,-6.1,1754683596.1886997
B6,1.02,-5.3,1754683598.189157
B9,1.01,0.5,1754683598.189501
B10,0.99,0.2,1754683598.189582
B17,0.98,-6.1,1754683598.1895862
B20,0.99,0.2,1754683598.1895893
B21,1.02,-5.3,1754683598.1895916
B22,0.98,-6.1,1754683598.1895938
B6,1.02,-5.3,1754683600.1899083
B9,1.01,0.5,1754683600.1899483
B10,0.99,0.2,1754683600.1904373
B17,0.98,-6.1,1754683600.1904495
B20,0.99,0.2,1754683600.1904535
B21,1.02,-5.3,1754683600.1904562
B22,0.98,-6.1,1754683600.190458
B6,1.02,-5.3,1754683602.1910102
B9,1.01,0.5,1754683602.1910534
B10,0.99,0.2,1754683602.1910586
B17,0.98,-6.1,1754683602.1910622
B20,0.99,0.2,1754683602.1910655
B21,1.02,-5.3,1754683602.1910677
B22,0.98,-6.1,1754683602.1910703
B6,1.02,-5.3,1754683604.2020662
B9,1.01,0.5,1754683604.2022314
B10,0.99,0.2,1754683604.2022371
B17,0.98,-6.1,1754683604.2022405
B20,0.99,0.2,1754683604.2022436
B21,1.02,-5.3,1754683604.2022457
B22,0.98,-6.1,1754683604.2022479
B6,1.02,-5.3,1754683606.2025924
B9,1.01,0.5,1754683606.2028778
B10,0.99,0.2,1754683606.202884
B17,0.98,-6.1,1754683606.2028875
B20,0.99,0.2,1754683606.2028902
B21,1.02,-5.3,1754683606.2028925
B22,0.98,-6.1,1754683606.202895
B6,1.02,-5.3,1754683608.2031097
B9,1.01,0.5,1754683608.203699
B10,0.99,0.2,1754683608.2037132
B17,0.98,-6.1,1754683608.2037165
B20,0.99,0.2,1754683608.2037196
B21,1.02,-5.3,1754683608.2037218
B22,0.98,-6.1,1754683608.2037241
B6,1.02,-5.3,1754683610.204175
B9,1.01,0.5,1754683610.2042234
B10,0.99,0.2,1754683610.2042289
B17,0.98,-6.1,1754683610.2042325
B20,0.99,0.2,1754683610.2042353
B21,1.02,-5.3,1754683610.2042375
B22,0.98,-6.1,1754683610.2042396
B6,1.02,-5.3,1754683612.2048054
B9,1.01,0.5,1754683612.2048843
B10,0.99,0.2,1754683612.2048917
B17,0.98,-6.1,1754683612.204895
B20,0.99,0.2,1754683612.204898
B21,1.02,-5.3,1754683612.2049
B22,0.98,-6.1,1754683612.2049024
B6,1.02,-5.3,1754683614.2053092
B9,1.01,0.5,1754683614.2053628
B10,0.99,0.2,1754683614.2053676
B17,0.98,-6.1,1754683614.2053711
B20,0.99,0.2,1754683614.2053738
B21,1.02,-5.3,1754683614.205376
B22,0.98,-6.1,1754683614.2053783
B6,1.02,-5.3,1754683616.2057428
B9,1.01,0.5,1754683616.2057872
B10,0.99,0.2,1754683616.20596
B17,0.98,-6.1,1754683616.205967
B20,0.99,0.2,1754683616.2059698
B21,1.02,-5.3,1754683616.2059724
B22,0.98,-6.1,1754683616.2059748
B6,1.02,-5.3,1754683618.2063417
B9,1.01,0.5,1754683618.206489
B10,0.99,0.2,1754683618.206497
B17,0.98,-6.1,1754683618.2065003
B20,0.99,0.2,1754683618.2065034
B21,1.02,-5.3,1754683618.2065058
B22,0.98,-6.1,1754683618.206508
B6,1.02,-5.3,1754683620.207045
B9,1.01,0.5,1754683620.207254
B10,0.99,0.2,1754683620.2072623
B17,0.98,-6.1,1754683620.2072656
B20,0.99,0.2,1754683620.2072682
B21,1.02,-5.3,1754683620.2072704
B22,0.98,-6.1,1754683620.2072728
B6,1.02,-5.3,1754683622.2073662
B9,1.01,0.5,1754683622.207446
B10,0.99,0.2,1754683622.2074537
B17,0.98,-6.1,1754683622.2074573
B20,0.99,0.2,1754683622.2074602
B21,1.02,-5.3,1754683622.2074623
B22,0.98,-6.1,1754683622.2074647
B6,1.02,-5.3,1754683624.2076783
B9,1.01,0.5,1754683624.2078218
B10,0.99,0.2,1754683624.2078288
B17,0.98,-6.1,1754683624.207832
B20,0.99,0.2,1754683624.207835
B21,1.02,-5.3,1754683624.2078369
B22,0.98,-6.1,1754683624.2078393
B6,1.02,-5.3,1754683626.2095618
B9,1.01,0.5,1754683626.2095993
B10,0.99,0.2,1754683626.2096038
B17,0.98,-6.1,1754683626.2096074
B20,0.99,0.2,1754683626.20961
B21,1.02,-5.3,1754683626.2096121
B22,0.98,-6.1,1754683626.2096143
B6,1.02,-5.3,1754683628.2100062
B9,1.01,0.5,1754683628.210481
B10,0.99,0.2,1754683628.2104897
B17,0.98,-6.1,1754683628.210493
B20,0.99,0.2,1754683628.210496
B21,1.02,-5.3,1754683628.2104983
B22,0.98,-6.1,1754683628.210501
B6,1.02,-5.3,1754683630.210812
B9,1.01,0.5,1754683630.2110064
B10,0.99,0.2,1754683630.2110157
B17,0.98,-6.1,1754683630.211019
B20,0.99,0.2,1754683630.2110217
B21,1.02,-5.3,1754683630.2110238
B22,0.98,-6.1,1754683630.2110262
B6,1.02,-5.3,1754683632.2130067
B9,1.01,0.5,1754683632.2130518
B10,0.99,0.2,1754683632.213057
B17,0.98,-6.1,1754683632.2130601
B20,0.99,0.2,1754683632.2130628
B21,1.02,-5.3,1754683632.213065
B22,0.98,-6.1,1754683632.213067
B6,1.02,-5.3,1754683634.2169282
B9,1.01,0.5,1754683634.2171202
B10,0.99,0.2,1754683634.2171288
B17,0.98,-6.1,1754683634.217132
B20,0.99,0.2,1754683634.217135
B21,1.02,-5.3,1754683634.217137
B22,0.98,-6.1,1754683634.2171395
B6,1.02,-5.3,1754683636.2175028
B9,1.01,0.5,1754683636.2175786
B10,0.99,0.2,1754683636.2175858
B17,0.98,-6.1,1754683636.217861
B20,0.99,0.2,1754683636.217867
B21,1.02,-5.3,1754683636.21787
B22,0.98,-6.1,1754683636.2178724
B6,1.02,-5.3,1754683638.2262588
B9,1.01,0.5,1754683638.2263107
B10,0.99,0.2,1754683638.2263157
B17,0.98,-6.1,1754683638.2263188
B20,0.99,0.2,1754683638.2263215
B21,1.02,-5.3,1754683638.2263236
B22,0.98,-6.1,1754683638.2263258
B6,1.02,-5.3,1754683640.2267501
B9,1.01,0.5,1754683640.2273023
B10,0.99,0.2,1754683640.227314
B17,0.98,-6.1,1754683640.2273176
B20,0.99,0.2,1754683640.22732
B21,1.02,-5.3,1754683640.2273223
B22,0.98,-6.1,1754683640.227325
B6,1.02,-5.3,1754683642.2276976
B9,1.01,0.5,1754683642.2277339
B10,0.99,0.2,1754683642.2277386
B17,0.98,-6.1,1754683642.227742
B20,0.99,0.2,1754683642.2277446
B21,1.02,-5.3,1754683642.227747
B22,0.98,-6.1,1754683642.227749
B6,1.02,-5.3,1754683644.2279766
B9,1.01,0.5,1754683644.2284136
B10,0.99,0.2,1754683644.2284293
B17,0.98,-6.1,1754683644.2284331
B20,0.99,0.2,1754683644.228436
B21,1.02,-5.3,1754683644.2284384
B22,0.98,-6.1,1754683644.2284408
B6,1.02,-5.3,1754683646.2297587
B9,1.01,0.5,1754683646.2307737
B10,0.99,0.2,1754683646.2307873
B17,0.98,-6.1,1754683646.2307904
B20,0.99,0.2,1754683646.230793
B21,1.02,-5.3,1754683646.2307956
B22,0.98,-6.1,1754683646.2307975
B6,1.02,-5.3,1754683648.2311962
B9,1.01,0.5,1754683648.2315543
B10,0.99,0.2,1754683648.2315657
B17,0.98,-6.1,1754683648.2315693
B20,0.99,0.2,1754683648.231572
B21,1.02,-5.3,1754683648.2315743
B22,0.98,-6.1,1754683648.231577
B6,1.02,-5.3,1754683650.2320645
B9,1.01,0.5,1754683650.232096
B10,0.99,0.2,1754683650.2321007
B17,0.98,-6.1,1754683650.2321038
B20,0.99,0.2,1754683650.2321064
B21,1.02,-5.3,1754683650.2321088
B22,0.98,-6.1,1754683650.2321107
B6,1.02,-5.3,1754683652.2325182
B9,1.01,0.5,1754683652.2329915
B10,0.99,0.2,1754683652.2330184
B17,0.98,-6.1,1754683652.233023
B20,0.99,0.2,1754683652.233026
B21,1.02,-5.3,1754683652.2330284
B22,0.98,-6.1,1754683652.2330306
B6,1.02,-5.3,1754683654.2336397
B9,1.01,0.5,1754683654.2337122
B10,0.99,0.2,1754683654.2337196
B17,0.98,-6.1,1754683654.2337227
B20,0.99,0.2,1754683654.233725
B21,1.02,-5.3,1754683654.2338967
B22,0.98,-6.1,1754683654.2339056
B6,1.02,-5.3,1754683656.2340982
B9,1.01,0.5,1754683656.234151
B10,0.99,0.2,1754683656.2341573
B17,0.98,-6.1,1754683656.2341604
B20,0.99,0.2,1754683656.2341633
B21,1.02,-5.3,1754683656.2341652
B22,0.98,-6.1,1754683656.2341676
B6,1.02,-5.3,1754683658.2346065
B9,1.01,0.5,1754683658.234641
B10,0.99,0.2,1754683658.2346456
B17,0.98,-6.1,1754683658.234649
B20,0.99,0.2,1754683658.234651
B21,1.02,-5.3,1754683658.2346535
B22,0.98,-6.1,1754683658.2346554
B6,1.02,-5.3,1754683660.2351818
B9,1.01,0.5,1754683660.2352884
B10,0.99,0.2,1754683660.2352934
B17,0.98,-6.1,1754683660.235297
B20,0.99,0.2,1754683660.2352996
B21,1.02,-5.3,1754683660.235302
B22,0.98,-6.1,1754683660.235304
B6,1.02,-5.3,1754683662.2359068
B9,1.01,0.5,1754683662.236008
B10,0.99,0.2,1754683662.2360148
B17,0.98,-6.1,1754683662.2360184
B20,0.99,0.2,1754683662.236021
B21,1.02,-5.3,1754683662.2360232
B22,0.98,-6.1,1754683662.2360256
B6,1.02,-5.3,1754683664.2386768
B9,1.01,0.5,1754683664.238772
B10,0.99,0.2,1754683664.238782
B17,0.98,-6.1,1754683664.238788
B20,0.99,0.2,1754683664.2387927
B21,1.02,-5.3,1754683664.2387974
B22,0.98,-6.1,1754683664.2388015
B6,1.02,-5.3,1754683666.2392411
B9,1.01,0.5,1754683666.2394068
B10,0.99,0.2,1754683666.2394154
B17,0.98,-6.1,1754683666.2394185
B20,0.99,0.2,1754683666.2394211
B21,1.02,-5.3,1754683666.2394235
B22,0.98,-6.1,1754683666.239426
B6,1.02,-5.3,1754683668.2427318
B9,1.01,0.5,1754683668.24295
B10,0.99,0.2,1754683668.2429578
B17,0.98,-6.1,1754683668.242961
B20,0.99,0.2,1754683668.242964
B21,1.02,-5.3,1754683668.2429662
B22,0.98,-6.1,1754683668.2429686
B6,1.02,-5.3,1754683670.2464592
B9,1.01,0.5,1754683670.246583
B10,0.99,0.2,1754683670.246591
B17,0.98,-6.1,1754683670.246594
B20,0.99,0.2,1754683670.2465968
B21,1.02,-5.3,1754683670.2465992
B22,0.98,-6.1,1754683670.2466016
B6,1.02,-5.3,1754683672.2479253
B9,1.01,0.5,1754683672.2480059
B10,0.99,0.2,1754683672.248013
B17,0.98,-6.1,1754683672.248018
B20,0.99,0.2,1754683672.248022
B21,1.02,-5.3,1754683672.2480254
B22,0.98,-6.1,1754683672.2480288
B6,1.02,-5.3,1754683674.250907
B9,1.01,0.5,1754683674.2509708
B10,0.99,0.2,1754683674.2509758
B17,0.98,-6.1,1754683674.2509785
B20,0.99,0.2,1754683674.250981
B21,1.02,-5.3,1754683674.2509832
B22,0.98,-6.1,1754683674.2509854
B6,1.02,-5.3,1754683676.2512517
B9,1.01,0.5,1754683676.2513433
B10,0.99,0.2,1754683676.2513523
B17,0.98,-6.1,1754683676.2513583
B20,0.99,0.2,1754683676.251363
B21,1.02,-5.3,1754683676.2513673
B22,0.98,-6.1,1754683676.2513716
B6,1.02,-5.3,1754683678.2518983
B9,1.01,0.5,1754683678.2523365
B10,0.99,0.2,1754683678.2523563
B17,0.98,-6.1,1754683678.252362
B20,0.99,0.2,1754683678.2523668
B21,1.02,-5.3,1754683678.2523713
B22,0.98,-6.1,1754683678.2523754
B6,1.02,-5.3,1754683680.259248
B9,1.01,0.5,1754683680.259317
B10,0.99,0.2,1754683680.2593226
B17,0.98,-6.1,1754683680.2593262
B20,0.99,0.2,1754683680.2593293
B21,1.02,-5.3,1754683680.259332
B22,0.98,-6.1,1754683680.2593346
B6,1.02,-5.3,1754683682.2605622
B9,1.01,0.5,1754683682.2606575
B10,0.99,0.2,1754683682.2606668
B17,0.98,-6.1,1754683682.2606719
B20,0.99,0.2,1754683682.2606761
B21,1.02,-5.3,1754683682.26068
B22,0.98,-6.1,1754683682.2606843
B6,1.02,-5.3,1754683684.2735584
B9,1.01,0.5,1754683684.2736547
B10,0.99,0.2,1754683684.273662
B17,0.98,-6.1,1754683684.2736669
B20,0.99,0.2,1754683684.273671
B21,1.02,-5.3,1754683684.2736742
B22,0.98,-6.1,1754683684.2736776
B6,1.02,-5.3,1754683686.2742934
B9,1.01,0.5,1754683686.274377
B10,0.99,0.2,1754683686.274385
B17,0.98,-6.1,1754683686.2743897
B20,0.99,0.2,1754683686.2743936
B21,1.02,-5.3,1754683686.2743971
B22,0.98,-6.1,1754683686.274401
B6,1.02,-5.3,1754683688.275008
B9,1.01,0.5,1754683688.2751014
B10,0.99,0.2,1754683688.2751102
B17,0.98,-6.1,1754683688.2751155
B20,0.99,0.2,1754683688.27512
B21,1.02,-5.3,1754683688.2751243
B22,0.98,-6.1,1754683688.2751281
B6,1.02,-5.3,1754683690.276115
B9,1.01,0.5,1754683690.2762015
B10,0.99,0.2,1754683690.2762108
B17,0.98,-6.1,1754683690.2762165
B20,0.99,0.2,1754683690.2762213
B21,1.02,-5.3,1754683690.276225
B22,0.98,-6.1,1754683690.2762294
B6,1.02,-5.3,1754683692.2789419
B9,1.01,0.5,1754683692.2790036
B10,0.99,0.2,1754683692.2790082
B17,0.98,-6.1,1754683692.2790112
B20,0.99,0.2,1754683692.2790139
B21,1.02,-5.3,1754683692.279016
B22,0.98,-6.1,1754683692.2790182
B6,1.02,-5.3,1754683694.2791896
B9,1.01,0.5,1754683694.279297
B10,0.99,0.2,1754683694.2793076
B17,0.98,-6.1,1754683694.279313
B20,0.99,0.2,1754683694.2793179
B21,1.02,-5.3,1754683694.279322
B22,0.98,-6.1,1754683694.2793257
B6,1.02,-5.3,1754683696.2810633
B9,1.01,0.5,1754683696.2811522
B10,0.99,0.2,1754683696.2811606
B17,0.98,-6.1,1754683696.281166
B20,0.99,0.2,1754683696.2811706
B21,1.02,-5.3,1754683696.2811744
B22,0.98,-6.1,1754683696.2811785
B6,1.02,-5.3,1754683698.2822495
B9,1.01,0.5,1754683698.2823534
B10,0.99,0.2,1754683698.282363
B17,0.98,-6.1,1754683698.2823691
B20,0.99,0.2,1754683698.282374
B21,1.02,-5.3,1754683698.282378
B22,0.98,-6.1,1754683698.282382
B6,1.02,-5.3,1754683700.2825906
B9,1.01,0.5,1754683700.282652
B10,0.99,0.2,1754683700.2826574
B17,0.98,-6.1,1754683700.2826602
B20,0.99,0.2,1754683700.2826629
B21,1.02,-5.3,1754683700.2826653
B22,0.98,-6.1,1754683700.2826672
B6,1.02,-5.3,1754683702.283355
B9,1.01,0.5,1754683702.2834153
B10,0.99,0.2,1754683702.28342
B17,0.98,-6.1,1754683702.2834232
B20,0.99,0.2,1754683702.2834258
B21,1.02,-5.3,1754683702.283428
B22,0.98,-6.1,1754683702.28343
B6,1.02,-5.3,1754683704.2842119
B9,1.01,0.5,1754683704.2843227
B10,0.99,0.2,1754683704.2843323
B17,0.98,-6.1,1754683704.2843382
B20,0.99,0.2,1754683704.2843432
B21,1.02,-5.3,1754683704.2843473
B22,0.98,-6.1,1754683704.2843518
B6,1.02,-5.3,1754683706.2846906
B9,1.01,0.5,1754683706.284754
B10,0.99,0.2,1754683706.2847588
B17,0.98,-6.1,1754683706.284762
B20,0.99,0.2,1754683706.2847645
B21,1.02,-5.3,1754683706.2847664
B22,0.98,-6.1,1754683706.2847686
B6,1.02,-5.3,1754683708.28538
B9,1.01,0.5,1754683708.2854712
B10,0.99,0.2,1754683708.2854812
B17,0.98,-6.1,1754683708.2854867
B20,0.99,0.2,1754683708.285491
B21,1.02,-5.3,1754683708.285495
B22,0.98,-6.1,1754683708.285499
B6,1.02,-5.3,1754683710.2864113
B9,1.01,0.5,1754683710.2865222
B10,0.99,0.2,1754683710.2865312
B17,0.98,-6.1,1754683710.2865372
B20,0.99,0.2,1754683710.2865422
B21,1.02,-5.3,1754683710.286546
B22,0.98,-6.1,1754683710.2865498
B6,1.02,-5.3,1754683712.2898326
B9,1.01,0.5,1754683712.2899332
B10,0.99,0.2,1754683712.2899415
B17,0.98,-6.1,1754683712.2899444
B20,0.99,0.2,1754683712.2899468
B21,1.02,-5.3,1754683712.289949
B22,0.98,-6.1,1754683712.2899513
B6,1.02,-5.3,1754683714.291085
B9,1.01,0.5,1754683714.2911513
B10,0.99,0.2,1754683714.2911575
B17,0.98,-6.1,1754683714.2911608
B20,0.99,0.2,1754683714.291164
B21,1.02,-5.3,1754683714.2911665
B22,0.98,-6.1,1754683714.291169
B6,1.02,-5.3,1754683716.2950532
B9,1.01,0.5,1754683716.295157
B10,0.99,0.2,1754683716.2951665
B17,0.98,-6.1,1754683716.2951725
B20,0.99,0.2,1754683716.2951772
B21,1.02,-5.3,1754683716.2951815
B22,0.98,-6.1,1754683716.2951856
B6,1.02,-5.3,1754683718.298763
B9,1.01,0.5,1754683718.298868
B10,0.99,0.2,1754683718.2988758
B17,0.98,-6.1,1754683718.298881
B20,0.99,0.2,1754683718.298885
B21,1.02,-5.3,1754683718.2988887
B22,0.98,-6.1,1754683718.2988925
B6,1.02,-5.3,1754683720.2996802
B9,1.01,0.5,1754683720.2997575
B10,0.99,0.2,1754683720.299765
B17,0.98,-6.1,1754683720.299769
B20,0.99,0.2,1754683720.2997723
B21,1.02,-5.3,1754683720.2997751
B22,0.98,-6.1,1754683720.2997785
B6,1.02,-5.3,1754683722.3003356
B9,1.01,0.5,1754683722.3004344
B10,0.99,0.2,1754683722.3004456
B17,0.98,-6.1,1754683722.3004537
B20,0.99,0.2,1754683722.3004606
B21,1.02,-5.3,1754683722.300467
B22,0.98,-6.1,1754683722.3004737
B6,1.02,-5.3,1754683724.3011203
B9,1.01,0.5,1754683724.3012028
B10,0.99,0.2,1754683724.3012083
B17,0.98,-6.1,1754683724.3012116
B20,0.99,0.2,1754683724.3012145
B21,1.02,-5.3,1754683724.3012168
B22,0.98,-6.1,1754683724.301219
B6,1.02,-5.3,1754683726.3015752
B9,1.01,0.5,1754683726.301638
B10,0.99,0.2,1754683726.3016427
B17,0.98,-6.1,1754683726.3016458
B20,0.99,0.2,1754683726.3016481
B21,1.02,-5.3,1754683726.3016503
B22,0.98,-6.1,1754683726.3016524
B6,1.02,-5.3,1754683728.3030014
B9,1.01,0.5,1754683728.3030617
B10,0.99,0.2,1754683728.3030663
B17,0.98,-6.1,1754683728.303069
B20,0.99,0.2,1754683728.303072
B21,1.02,-5.3,1754683728.3030741
B22,0.98,-6.1,1754683728.3030763
B6,1.02,-5.3,1754683730.303704
B9,1.01,0.5,1754683730.3037636
B10,0.99,0.2,1754683730.3037686
B17,0.98,-6.1,1754683730.3037717
B20,0.99,0.2,1754683730.303774
B21,1.02,-5.3,1754683730.3037763
B22,0.98,-6.1,1754683730.3037786
B6,1.02,-5.3,1754683732.3039784
B9,1.01,0.5,1754683732.3040333
B10,0.99,0.2,1754683732.3040388
B17,0.98,-6.1,1754683732.3040416
B20,0.99,0.2,1754683732.3040442
B21,1.02,-5.3,1754683732.3040466
B22,0.98,-6.1,1754683732.3040485
B6,1.02,-5.3,1754683734.3062284
B9,1.01,0.5,1754683734.3064337
B10,0.99,0.2,1754683734.3064425
B17,0.98,-6.1,1754683734.306446
B20,0.99,0.2,1754683734.306449
B21,1.02,-5.3,1754683734.306451
B22,0.98,-6.1,1754683734.3064532
B6,1.02,-5.3,1754683736.3074605
B9,1.01,0.5,1754683736.3075612
B10,0.99,0.2,1754683736.307571
B17,0.98,-6.1,1754683736.307577
B20,0.99,0.2,1754683736.3075814
B21,1.02,-5.3,1754683736.3075857
B22,0.98,-6.1,1754683736.3075902
B6,1.02,-5.3,1754683738.3085358
B9,1.01,0.5,1754683738.3089108
B10,0.99,0.2,1754683738.308924
B17,0.98,-6.1,1754683738.308928
B20,0.99,0.2,1754683738.308931
B21,1.02,-5.3,1754683738.3089337
B22,0.98,-6.1,1754683738.3091574
B6,1.02,-5.3,1754683740.3100214
B9,1.01,0.5,1754683740.310108
B10,0.99,0.2,1754683740.310116
B17,0.98,-6.1,1754683740.31012
B20,0.99,0.2,1754683740.310124
B21,1.02,-5.3,1754683740.310127
B22,0.98,-6.1,1754683740.3101301
B6,1.02,-5.3,1754683742.3108134
B9,1.01,0.5,1754683742.310908
B10,0.99,0.2,1754683742.3109155
B17,0.98,-6.1,1754683742.3109186
B20,0.99,0.2,1754683742.310921
B21,1.02,-5.3,1754683742.3109236
B22,0.98,-6.1,1754683742.3109257
B6,1.02,-5.3,1754683744.3113031
B9,1.01,0.5,1754683744.311384
B10,0.99,0.2,1754683744.3113894
B17,0.98,-6.1,1754683744.3113928
B20,0.99,0.2,1754683744.3113956
B21,1.02,-5.3,1754683744.3113978
B22,0.98,-6.1,1754683744.3114002
B6,1.02,-5.3,1754683746.3119936
B9,1.01,0.5,1754683746.3121016
B10,0.99,0.2,1754683746.3121116
B17,0.98,-6.1,1754683746.3121178
B20,0.99,0.2,1754683746.3121226
B21,1.02,-5.3,1754683746.312127
B22,0.98,-6.1,1754683746.312132
B6,1.02,-5.3,1754683748.3182106
B9,1.01,0.5,1754683748.318302
B10,0.99,0.2,1754683748.3183107
B17,0.98,-6.1,1754683748.3183162
B20,0.99,0.2,1754683748.318321
